COD_BARRAS;PRODUTO_ID;NOMEORDER;FORNECEDOR;LOCALIZACAO;TRIBUTACAO;NCM;ALIQUOTA_NCM;CST_PIS;CST_COFINS;NATUREZA_RECEITA_PIS_COFINS;PADRAO_COMISSAO;DESCONTO_MAXIMO;QUANTIDADEORDER;TABELA;VENDA;PROMOCAO;VALOR_ULT_COMPRA;MARGEM;TOTAL_PRVENDA;TOTAL_PRPROMOCAO;TOTAL_PRCOMPRA
7898658621189;45901; AMP. TRATAMENTO CAPILAR SKAFE OLEO DE ARGAN ;PERFUMARIA HIGIENE E LIMPEZA;;ST;33059000;0;04;04;002;0;5;0;;2,5;0;1,46000003814697;71,2328722383454;0;0;0
7898060132167;45093; NAFAZOLINA CLOR. 0,5MG/ML FR C/ 30ML;GLOBO PHARMA;;ST;30049099;0;04;04;002;0;15;0;9,15;9,14999961853027;0;1,35000002384186;577,777737550775;0;0;0
7898142863309;43277; TORTUGUITA CONFEITOS 100 G;ALIMENTO;;ST;18063210;0;49;49;   ;0;0;1;;45,5999984741211;0;45,0499992370605;1,220864031909;45,5999984741211;0;45,0499992370605
7897406120141;48091;#CARBONATO DE LITIO 300 MG C/60 CPR (C1) (BIOCH) (;BIOCHIMICO;;ST;30049099;0;04;04;002;0;10;0;;35;0;0;0;0;0;0
7899095254619;47804;#LAMOTRIGINA (C1) 100MG 30CP (GEN);GEOLAB IND. FARMACEUTICA LTDA;;ST;30049069;0;04;04;002;0;10;0;58,13;58,1300010681152;0;40,1300010681152;44,8542225788817;0;0;0
7894916503044;14662;(ANTIGO) CLO 10 MG;EMS SIGMA;;ST;30049069;26,33;04;04;002;0;10;0;17,85;17,8500003814697;0;5,59000015258789;219,320212776847;0;0;0
7896181900528;3338;(ANTIGO) CORDAREX 2,5MG C/20;BIOSINTETICA / E-SIMPLES;;ST;30049069;0;04;04;002;0;10;0;;19,7399997711182;0;7,82000017166138;152,429659051073;0;0;0
7898074615212;39500;(ANTIGO) MONURIL 5,631 G CX C/2 ENV. DE 8 G;ZAMBON;;ST;30042099;0;04;04;002;0;10;0;151,79;151,789993286133;90;69,9599990844727;28,644941649199;0;0;0
7896180300510;42446;(ANTIGO) REGENCEL POMADA OFTALMICA BG 3,5 G;LATINOFARMA;;ST;30049059;0;04;04;002;0;0;0;;0,00999999977648258;0;9,27999973297119;-99,8922413786182;0;0;0
7896212415618;17177;(ANTIGO) TYLENOL SINUS CX C/24 CPR;JANSSEN-CILAG;;ST;30044200;32,09;04;04;002;0;0;0;24,79;24,7900009155273;0;17,9599990844727;38,0289653631418;0;0;0
7896006226116;24665;(ANTIGO) VARFARINA SODICA 5 MG CX C/30 CPR;UNIAO QUIMICA COMERCIAL;;ST;30049059;32,09;04;04;002;0;10;0;17,94;17,9400005340576;8,5;4,19199991226196;102,767179816411;0;0;0
7896094201590;21208;(SUSPENSO) MAXIDRATE 0,45% GEL NASAL BG 30 G;LIBBS;;ST;30049091;26,33;04;04;201;0;10;0;29,2;29,2000007629395;27,2999992370605;20,2900009155273;34,5490291041271;0;0;0
7897947603820;39222;(SUSPENSO) REPELENTE XO INSETO LOCAO 200 ML ;CIMED;;18 %;38089199;0;01;01;   ;0;15;0;;17,8999996185303;0;15,8066663742065;13,2433569151535;0;0;0
7897732609334;47791;*SORALYT 450ML LARANJA - REIDRATANTE ORAL;SOBRAL;;ST;21069030;0;49;49;   ;0;0;0;;16;0;4,57000017166138;250,10939603933;0;0;0
7899547531466;48081;+ PRATIPRAZOL 20MG 56 CAPS LR / SIM OMEPRAZOL / ( ;PRATI,DONADUZZI;;ST;30049099;0;04;04;002;0;0;0;49,98;49,9799995422363;0;34,1100006103516;46,5259415066343;0;0;0
7899547538298;48617;+ TADALAFILA 5MG 30 CPS / GEN TADALAFILA / ( ND );PRATI,DONADUZZI;;ST;30049099;0;04;04;002;0;10;2;94,25;94,25;0;4,07000017166138;2215,72471805393;188,5;0;8,14000034332275
0000075076825;48094;- DEO REX MEN CLINIC CLEAN CR 96H 58G   UNIL %DN:0;PERFUMARIA HIGIENE E LIMPEZA;;ST;33072090;0;04;04;002;0;5;0;;19,9899997711182;0;18,1450004577637;10,1680863422909;0;0;0
75076825;48080;- DEO REX MEN CLINIC CLEAN CR 96H 58G   UNIL %DN:0;PERFUMARIA HIGIENE E LIMPEZA;;ST;33072090;0;04;04;002;0;0;0;;22;0;0;0;0;0;0
0000075076870;48095;- DEO REX WOMEN CLINIC EXTRA DRY CR 96H 58G   UNIL;PERFUMARIA HIGIENE E LIMPEZA;;ST;33072090;0;04;04;002;0;5;0;;19,9899997711182;0;17,9400005340576;11,4269742253842;0;0;0
7899547505108;48627;- DESLORATADINA 0,5MG/ML XPE BCO 60ML / GEN DESLOR;PRATI,DONADUZZI;;ST;30049069;0;04;04;002;0;10;0;38,49;38,4900016784668;0;4,57000017166138;742,231952575051;0;0;0
7896677705323;48248;- FORTEVIRON ANTI-AGE 250MG 60CPR   MULT %DF:3.00;HOMEOPATIA WALDEMIR;;ST;30049099;0;04;04;002;0;0;0;;69,9899978637695;0;83,5999984741211;-16,2799053334488;0;0;0
7896058255485;46285;.PANETONE AYMORE GOTAS 400G (18);ALIMENTO;;ST;19052010;0;49;49;   ;0;0;0;;19,7000007629395;0;19,7000007629395;0;0;0;0
7898610373514;47830;1.4_DOSE CONCENTRADA MANDIOCA 40GR;PERFUMARIA HIGIENE E LIMPEZA;;ST;33059000;0;04;04;002;0;0;0;;13,9899997711182;0;0;0;0;0;0
7891317129941;42466;20 BI CX C/10 CAPS;MOMENTA FARMACEUTICA LTDA;;18 %;21069090;0;49;49;   ;0;0;0;;70,9000015258789;0;54,2999992370605;30,5709070387769;0;0;0
7891317158705;42710;20 BI CX C/5 CAPS;MOMENTA FARMACEUTICA LTDA;;18 %;21069090;0;49;49;   ;0;10;0;;57,560001373291;48,5;41,1199989318848;17,9474738808729;0;0;0
7898949060017;38472;365 TODO DIA FR 30 CPR;NORTIS FARMACEUTICA LTDA;;18 %;21069030;0;01;01;   ;0;10;0;;22,8999996185303;10,6000003814697;10,5900001525879;0,0944308662676585;0;0;0
7898949060024;38128;365 TODO DIA FR 60 CPR;NORTIS FARMACEUTICA LTDA;;18 %;21069030;0;01;01;   ;0;10;0;;33,9000015258789;33,9000015258789;17,0599994659424;98,7104489279437;0;0;0
7898225524271;25971;4WHEY TECH ATHETICA 907G;POPULAR;;ST;18069000;32,09;01;01;   ;0;0;0;;105;0;70,0999984741211;49,7860232318878;0;0;0
7898225524288;25972;4WHEY TECH ATHETICA 907G;POPULAR;;18 %;21061000;32,09;01;01;   ;0;0;0;;105;0;70,0999984741211;49,7860232318878;0;0;0
7899621103497;38571;4WHEY TECH PEANUR BUTTER 907 G;ALIMENTO;;18 %;21069030;0;01;01;   ;0;0;0;;98;98;89,9000015258789;9,01000927323612;0;0;0
7898702040799;48150;5 MAGNESIOS QUELATO 60CPS 500MG MUWIZ LOTE: 231000;BELEM JARDIM;;18 %;21069030;0;49;49;   ;0;0;0;;50;0;0;0;0;0;0
7898721910516;48512;5 MAGNESIOS VECTOR NUTRI FR C/ 60 CAPS 500 MG;VECTOR FARMACEUTICA COMERCIO E DISTRIBUICAO LTDA;;18 %;21069030;0;49;49;   ;0;0;0;;68,9800033569336;39,9900016784668;21,5900001525879;85,2246475027161;0;0;0
7898716066433;48155;6 MAGNESIOS LEVE 90 PG 60 CPR DE 550 MG;DIVINOPOLIS COMERCIO DE MEDICAMENTOS;;18 %;21069030;0;49;49;   ;0;10;0;;69,9899978637695;64,9899978637695;40,2999992370605;61,2655064370415;0;0;0
7896256040999;33329;7 CEREAIS INTEGRAIS;NATURALIFE;;18 %;11042900;0;49;49;   ;0;0;0;;6;0;0;0;0;0;0
7898523201133;46729;7898523201133 MORDEDOR E CHOCALHO CACHORRO ROSA 01;PERFUMARIA HIGIENE E LIMPEZA;;18 %;95030099;0;49;49;   ;0;0;0;;25,9899997711182;0;10;159,899997711182;0;0;0
7897595900593;2079;A A S 100MG C/10;SANOFI-AVENTIS  FARMACEUTICA LTDA;;ST;30049024;32,09;04;04;201;0;10;0;;169,460006713867;0;2,51699995994568;6632,61857014588;0;0;0
7897595900593;3267;A A S ADULTO C/20;SANOFI-AVENTIS  FARMACEUTICA LTDA;;ST;30049024;32,09;04;04;201;0;10;0;;169,460006713867;0;2,51887965202332;6627,59441197386;0;0;0
;2078;A A S ADULTO C/4;SANOFI-AVENTIS  FARMACEUTICA LTDA;;ST;30049024;0;04;04;201;0;10;0;;1,79999995231628;0;1,25;43,9999961853027;0;0;0
7897595901927;23742;A A S INFANTIL 100MG C/120;SANOFI-AVENTIS  FARMACEUTICA LTDA;;ST;30049024;32,09;04;04;201;0;10;0;;87,4599990844727;0;28,0599994659424;211,689240018078;0;0;0
7897595900029;3268;A A S INFANTIL C/30;SANOFI-AVENTIS  FARMACEUTICA LTDA;;ST;30049024;32,09;04;04;201;0;10;0;;24,6200008392334;0;7,30999994277954;236,798919725736;0;0;0
7896006212508;7;A CURITYBINA  PASTA 13G;ANDROMED / U.Q.;;ST;30049024;26,33;04;04;201;0;10;0;;94,870002746582;0;4,42999982833862;2041,53513369686;0;0;0
7896006211808;3335;A CURITYBINA LIQUIDA  5ML;ANDROMED / U.Q.;;ST;30049024;26,33;04;04;201;0;10;0;;1,12666666507721;0;5,57833337783813;-79,8028086748403;0;0;0
7896004817484;29462;A SAUDE DA MULHER;EMS;;ST;30049099;0;04;04;201;0;10;0;;10,3900003433228;0;7,80999994277954;33,0345764333643;0;0;0
7896004817477;5487;A SAUDE DA MULHER C/150ML;NOVAMED / EMS CONSUMO;;ST;30049029;32,09;04;04;201;0;10;0;;19,8099994659424;0;7,69000005722046;157,607273322995;0;0;0
7896004600017;5488;A SAUDE DA MULHER CX C/20;NOVAMED / EMS CONSUMO;;ST;30049099;0;04;04;201;0;10;0;;9,9399995803833;0;6,23000001907349;59,5505545738595;0;0;0
7891106905763;34791;A1C NOW;BAYER;;ST;30049024;0;04;04;201;0;15;0;;673,440002441406;0;476,329986572266;41,3809798722878;0;0;0
7896004710907;39252;AAS 100 MG CARTELA 10 CPR;EMS;;ST;30049024;0;04;04;002;0;10;0;;4,30999994277954;1;1,04649996757507;-4,44337974351036;0;0;0
7899620912274;42727;AAS 100 MG CARTELA 20 CPR;GLOBO PHARMA;;ST;30049024;0;04;04;002;0;15;0;;3,10400009155273;0;0,595425009727478;421,308316050314;0;0;0
7896094928046;48054;AAS PROTECT 100 MG CX C/30 CPR;HYPERMARCAS S/A - MATRIZ;;ST;30049024;0;04;04;002;0;0;0;23,54;23,5400009155273;0;15,6300001144409;50,6078102570082;0;0;0
7897595903693;25833;AAS PROTECT 100 MG CX C/30 CPR;SANOFI-AVENTIS  FARMACEUTICA LTDA;;ST;30049024;32,09;04;04;002;0;0;0;;23,1599998474121;0;14,3024997711182;61,9297340887248;0;0;0
7896061980015;48110;AB LADYSOFT NORMAL SUA C/A 24X8;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;5;0;0;0;0;0;0
;11280;ABAIXADOR DE LINGUA C/100;POPULAR;;18 %;44219900;0;49;49;   ;0;0;0;;2,1800000667572;0;1,69000005722046;28,9940824228518;0;0;0
7896331702545;34080;ABC;HERTZ;;ST;30049069;32,09;04;04;002;0;10;0;21,32;21,3199996948242;0;7,6399998664856;179,057592505318;0;0;0
7896331702583;22078;ABC (CLOTRIMAZOL) 10 MG/ML FR SPRAY 30 ML;KLEY HERTZ (SÃO PAULO);;ST;30049069;32,09;04;04;002;0;0;0;56,45;56,4500007629395;27,9899997711182;14,5;93,0344811801253;0;0;0
7896331700480;8461;ABC SOLUCAO (ACIDO BENZOICO)  50;KLEY HERTZ (SÃO PAULO);;ST;30049029;0;04;04;002;0;10;0;;13,8100004196167;0;10,3800001144409;33,0443185680112;0;0;0
7894164000142;25641;ABCALCIUM B12 200ML;POPULAR;;ST;30045090;0;04;04;002;0;10;0;;13,9799995422363;0;10,5100002288818;33,0161678190912;0;0;0
7894164000418;30362;ABCLER;AIRELA;;ST;30049099;0;04;04;002;0;10;0;;31,3299999237061;0;19,2000007629395;63,1770764518946;0;0;0
7894164000388;30363;ABCLER;AIRELA;;ST;30049099;26,33;04;04;002;0;10;0;;146,940002441406;0;90,0100021362305;63,2485267792928;0;0;0
7894164004904;30364;ABCLER;AIRELA;;ST;30049099;0;04;04;002;0;10;0;;26,2900009155273;0;16,0499992370605;63,8006365434706;0;0;0
7891721005565;28582;ABELCET;BAGO;;ST;30049024;0;04;04;002;0;10;0;;2266,4599609375;0;1639,55004882813;38,2367047933341;0;0;0
7898906376489;28583;ABELCET;BAGO;;ST;30042095;0;04;04;002;0;10;0;;3583,669921875;0;1718,73999023438;108,505646126632;0;0;0
7894164000050;48264;ABERALGINA (DIPIRONA) 500 MG/ML 10 ML;AIRELA;;ST;30039099;0;04;04;002;0;0;0;;9,21000003814697;3;1,16999995708466;156,410265815329;0;0;0
7894164000463;46388;ABERALGINA 500 MG/ML FR GTS 20 ML;AIRELA;;ST;30039099;0;04;04;002;0;0;0;;12,5299997329712;4,5;1,88999998569489;138,095239897344;0;0;0
7894164009251;45934;ABIDOR (PARACETAMOL) 500 MG 20 CPR ;AIRELA;;ST;30049045;0;04;04;002;0;10;0;;21,5699996948242;4;2,06500005722046;93,704595116772;0;0;0
7896016806322;34099;ABILIFY;BMS;;ST;30049069;0;04;04;002;0;10;0;;271,450012207031;0;128,350006103516;111,492013477665;0;0;0
7896016806018;34100;ABILIFY;BMS;;ST;30049069;0;04;04;002;0;10;0;;520,390014648438;0;256,690002441406;102,730924344132;0;0;0
7896016806025;34101;ABILIFY;BMS;;ST;30049069;0;04;04;002;0;10;0;;1561,30004882813;0;770,119995117188;102,734646383327;0;0;0
7896016806032;34102;ABILIFY;BMS;;ST;30049069;0;04;04;002;0;10;0;;2341,94995117188;0;1155,16003417969;102,738138602151;0;0;0
7896016806001;24920;ABILIFY 15MG C/30;BMS;;ST;30049069;0;04;04;002;0;10;0;;1221,64001464844;0;519,52001953125;135,147822744289;0;0;0
7896016805998;23710;ABILIFY 15MG CX 10 COMP;BMS;;ST;30049069;32,09;04;04;002;0;10;0;;390,290008544922;0;173,179992675781;125,366684981679;0;0;0
7896241225530;6092;ABLOK (ATENOLOL) 100 MG CX C/30 CPR;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;32,09;04;04;002;0;0;0;66,96;66,9599990844727;0;38,7999992370605;72,5773206214771;0;0;0
7896241221853;6090;ABLOK (ATENOLOL) 25 MG CX C/30 CPR;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;32,09;04;04;002;0;0;59;16,14;16,1399993896484;12,5;2,5;400;952,259963989258;737,5;147,5
7896241225523;6091;ABLOK (ATENOLOL) 50 MG CX C/30 CPR;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;32,09;04;04;002;0;0;0;40,91;40,9099998474121;0;24,2299995422363;68,840283203886;0;0;0
7896241225257;36820;ABLOK PLUS (25 MG + 12,5 MG) CX C/30 CPR;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;32,09;04;04;002;0;0;0;26,74;26,7399997711182;0;17,1000003814697;56,3742641789338;0;0;0
7896112411529;45682;ABLOK PLUS (25+12,5MG) CX 60CPR;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;0;04;04;002;0;0;0;53,5;53,5;0;32,5800018310547;64,2111632695021;0;0;0
7896241225547;6094;ABLOK PLUS 100/25MG C/30;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;32,09;04;04;002;0;10;0;79,67;79,6699981689453;0;24,3700008392334;226,918323452349;0;0;0
7896112425250;23506;ABLOK PLUS 25/12,5MG C/30;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;0;04;04;002;0;10;0;;11,4099998474121;0;7,8899998664856;44,6134352407082;0;0;0
7896241225127;6093;ABLOK PLUS 50 MG + 12,5 MG CX  C/30 CPR;BIOLAB SANUS FARMACEUTICA LTDA;;ST;30049042;32,09;04;04;002;0;0;0;49,37;49,3699989318848;0;30,0799999237061;64,1289862270786;0;0;0
7898040325565;42371;ABRETIA (DULOXETINA CLOR.) 30 MG CX C/30 CPR;DM;;ST;30049079;0;04;04;002;0;10;0;;94,5899963378906;0;51,6699981689453;83,0656080702962;0;0;0
7899095249134;41655;ABRIFIT (HEDERA HELIX) 7 MG/ML FR 100 ML;GEOLAB IND. FARMACEUTICA LTDA;;ST;30049099;0;04;04;002;0;0;0;20,87;20,8700008392334;20;8,11999988555908;146,305422190569;0;0;0
7898040321970;24755;ABRILAR 200ML;FARMOQUIMICA;;ST;30049099;26,33;04;04;002;0;15;0;109,14;109,139999389648;0;34,2999992370605;218,192425123219;0;0;0
7898040321642;20649;ABRILAR C/10;FARMOQUIMICA;;ST;30049029;32,09;04;04;002;0;15;0;;47,3400001525879;0;20,6900005340576;128,806181395027;0;0;0
7898040320973;15031;ABRILAR XAROPE FR 100 ML;FARMOQUIMICA;;ST;30049099;26,33;04;04;002;0;0;0;49,77;49,7700004577637;0;35,4000015258789;40,5932155719815;0;0;0
7500435190633;46237;ABS ALWAYS BASICO SUAVE C/ABAS 10UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;5,5;0;3,75049996376038;46,647115135165;0;0;0
7500435233446;47233;ABS ALWAYS COBERTURA SUAVE NOTURNO L10PG8;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;10,9899997711182;0;8,09949970245361;35,6873902691659;0;0;0
7500435125840;48352;ABS ALWAYS PROTETOR DIARIO 40UN RESPIRAVEL(E);PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;20;0;14,5100002288818;37,8359730152894;0;0;0
7896007545100;48369;ABS INTIMUS GEL NORMAL SECO C/16 UNIDS.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;16,9899997711182;0;8,64000034332275;96,6435080555122;0;0;0
7896007550548;44249;ABS INTIMUS PROTETOR DIARIO 40 UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;10;0;7,13000011444092;40,2524521668135;0;0;0
7896007540259;44248;ABS INTIMUS PROTETOR DIARIO C/ 15 UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;5,5;0;3,56500005722046;54,2776973834949;0;0;0
7891010694593;44768;ABS S LIVRE ADAPT NOITE E DIA COB. SECA C/ AB 8 UN;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;12,5;0;9,3100004196167;34,2642259570879;0;0;0
7891010579616;44769;ABS S LIVRE ADAPT PL SV C/ AB L16 P 14 UNID;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;9,98999977111816;0;7,15999984741211;39,5251394415731;0;0;0
7891800648539;44852;ABS SEIOS CX C/ 12UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;14,9899997711182;0;8,88500022888184;68,7113042765181;0;0;0
7896110012599;48543;ABS SYM NOTURNO SECA C/ ABAS C/30;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;16,9899997711182;0;0;0;0;0;0
7896110012575;47617;ABS SYM NOTURNO SECA C/ ABAS C/8;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;7,98999977111816;0;0;0;0;0;0
7896110011721;47226;ABS SYM REGULAR SECA C/ABAS 30UNIDS;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;19,8899993896484;17,9899997711182;11,1800003051758;60,9123370308827;0;0;0
7322540016413;47130;ABS TENA MEN LEVEL 2  C/10UN;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;31,9899997711182;0;22,7099990844727;40,8630605933862;0;0;0
;11394;ABS. AFFETTO CLASSICO SEM ABAS;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;0,980000019073486;0;0;0;0;0;0
7506295346456;36769;ABS. ALWAYS ACTIVE NOTURNO C/ABAS 16 UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;10;10;7,07999992370605;41,2429393751386;0;0;0
47501001169372;19206;ABS. ALWAYS ACTIVE NOTURNO C/ABAS 8 UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;5;0;;7,5;7,5;4,35916662216187;72,0512347903895;0;0;0
7501065922748;36824;ABS. ALWAYS ACTIVE PROTECAO TOTAL S/ ABAS 8 UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;5;0;;4,09999990463257;4,09999990463257;2,92000007629395;40,4109519694354;0;0;0
27590002012387;37050;ABS. ALWAYS ACTIVE ULTRAFINA NOTURNO C/ABAS 8 UNID;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;6,19999980926514;6,19999980926514;4,12666654586792;50,242326108788;0;0;0
7500435127233;45348;ABS. ALWAYS BASICO C/ABAS SECO 16 UNIDS. (LARANJA);PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;13,8999996185303;13,8999996185303;5,44999980926514;155,045873486086;0;0;0
7500435127226;35935;ABS. ALWAYS BASICO C/ABAS SECO 8 UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;0;0;;6,98999977111816;0;4,51000022888184;54,9889005848497;0;0;0
17506195147457;36766;ABS. ALWAYS BASICO C/ABAS SECO LV. 8 PG 7 8 UNID;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;5;0;;4,30000019073486;4,30000019073486;2,6702778339386;61,031939676197;0;0;0
17501001156173;20836;ABS. ALWAYS BASICO C/ABAS SUAVE 8 UNID. (AMARELO);PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;5;0;;2,90000009536743;2,90000009536743;1,84722220897675;56,9924874914677;0;0;0
7500435127240;41922;ABS. ALWAYS BASICO C/ABAS SUAVE 8 UNID. (LARANJA);PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;8,98999977111816;6,98999977111816;3,21000003814697;117,75699962774;0;0;0
7506339394788;40635;ABS. ALWAYS BASICO C/ABAS SUAVE L8 P7 (AMARELO);PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;3,90000009536743;3,90000009536743;2,05999994277954;89,3203982377394;0;0;0
17500435016619;35936;ABS. ALWAYS BASICO S/ABAS SECO 8 UNID;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;0;0;;4,98999977111816;0;3,01939988136292;65,2646210234912;0;0;0
17500435006566;36767;ABS. ALWAYS BASICO S/ABAS SECO LV 8 PG 7 8 UNID;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;5;0;;4,30000019073486;3,5;2,51500010490417;39,1650041355905;0;0;0
7501001156190;11025;ABS. ALWAYS BASICO SUAVE;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;32,09;49;49;   ;0;5;0;;1,97000002861023;0;1,32000005245209;49,2424204795049;0;0;0
7501001104412;24552;ABS. ALWAYS C/02;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;01;01;   ;0;5;0;;6,98000001907349;0;4,78000020980835;46,0250985920635;0;0;0
7506339326024;40116;ABS. ALWAYS MAXI PROTEC. SUAVE C/ABAS L.16 P1 4;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;6;6;3,99000000953674;50,3759394902013;0;0;0
7506339325232;42566;ABS. ALWAYS MAXI PROTECAO SECA C/ABAS LV16 PG 14;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;11,8999996185303;0;8,02750015258789;48,2404159742554;0;0;0
7506339325249;38406;ABS. ALWAYS NOITES TRANQ. COB. SECA C/ABAS 16 UND.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;25;20,9899997711182;14,0030002593994;49,8964463492656;0;0;0
17506339394532;38738;ABS. ALWAYS NOITES TRANQ. SECO C/ABAS AZUL LV8 PG7;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;12,5;10,9899997711182;8,73999977111816;25,7437077679939;0;0;0
7506339325263;41474;ABS. ALWAYS NOITES TRANQ. SECO C/ABAS LV32 PG26;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;27,8999996185303;0;19,5450000762939;42,7475032469817;0;0;0
7506339326055;41475;ABS. ALWAYS NOITES TRANQ. SUAVE C/ABAS LV32 PG26;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;25,8999996185303;0;18,2900009155273;41,6074265832453;0;0;0
7506339394603;37220;ABS. ALWAYS NOITES TRANQ. SUAVE C/ABAS ROSA 8UNID;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;12;11,9899997711182;8,73999977111816;37,1853556648801;0;0;0
7590002033692;19835;ABS. ALWAYS NORMAL COMPACTO;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;2,54999995231628;0;1,70519995689392;49,5425766348948;0;0;0
;12931;ABS. ALWAYS NOTURNO;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;3,21000003814697;0;2,67000007629395;20,2247170944866;0;0;0
;18890;ABS. ALWAYS NOTURNO;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;2,71000003814697;0;1,79999995231628;50,5555616631922;0;0;0
7506339326031;46236;ABS. ALWAYS NOTURNO SUAVE C/ABAS 16UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;25;20,9899997711182;14,2620000839233;47,1743068826572;0;0;0
7506295383109;40094;ABS. ALWAYS PLATINUM DIA C/ABAS 8 UNID.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;2,09999990463257;2,09999990463257;1,99000000953674;5,52763289289795;0;0;0
7501007499758;47080;ABS. ALWAYS PROTETOR DIARIO 15 UNIDS ;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;9,98999977111816;0;6;66,4999961853027;0;0;0
7506295338901;47998;ABS. ALWAYS PROTETOR DIARIO C/40 UNIDS.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;20;0;13,860333442688;44,2966728231996;0;0;0
7500435127257;48551;ABS. ALWAYS SUAVE C/ ABAS C/16 UNIDS.;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;0;0;;9,98999977111816;0;5,6100001335144;78,0748579922028;0;0;0
7501001103941;26357;ABS. ALWAYS ULTRA FINO;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;2,40000009536743;0;1,54999995231628;54,8387205935669;0;0;0
7891010785574;23997;ABS. CAREFREE BRISA  C/60;PERFUMARIA HIGIENE E LIMPEZA;;ST;96190000;0;49;49;   ;0;5;0;;7,69999980926514;0;5,42999982833862;41,804789183963;0;0;0
