COD_BARRAS,PRODUTO_ID,NOMEORDER,FORNECEDOR,LOCALIZACAO,TRIBUTACAO,NCM,ALIQUOTA_NCM,CST_PIS,CST_COFINS,NATUREZA_RECEITA_PIS_COFINS,PADRAO_COMISSAO,DESCONTO_MAXIMO,QUANTIDADEORDER,TABELA,VENDA,PROMOCAO,VALOR_ULT_COMPRA,MARGEM,TOTAL_PRVENDA,TOTAL_PRPROMOCAO,TOTAL_PRCOMPRA,VALOR
7896658000850,3879,NOVATREX 500MG COM REV BL X 3,ACHE,,ST,30042029,0,4,4,201,0,10,0,,"59,65999985",0,"44,06000137","35,40625962",0,0,0,"59,65999985"
7896658000867,3880,NOVATREX SUS ORAL CT FR C/600MG + D,ACHE,,ST,30042029,0,4,4,201,0,10,0,,"45,18000031",0,"33,34999847","35,47227098",0,0,0,"45,18000031"
7896658000874,3881,NOVATREX SUS ORAL CT FR C/900MG + D,ACHE,,ST,30042029,0,4,4,201,0,10,0,,"56,27999878",0,"41,56999969","35,3860938",0,0,0,"56,27999878"
7896241200209,1874,NOVATROPINA 15ML,ANDROMED / U.Q.,,ST,30041012,0,4,4,201,0,10,0,,"10,81000042",0,"15,43999958","-29,98704201",0,0,0,"10,81000042"
7896004211701,1875,NOVAZEPAN 3 MG CX C/20 COMP,EMS SIGMA,,ST,30049064,0,4,4,201,0,10,0,,"5,800000191",0,"4,199999809","38,09524891",0,0,0,"5,800000191"
7893353603614,1877,NOVELMIN (MEBENDAZOLE) COM CX C/6,BUNKER,,ST,30042069,0,4,4,201,0,10,0,,"5,130000114",0,"3,710000038","38,27493428",0,0,0,"5,130000114"
7893353103626,1878,NOVELMIN (MEBENDAZOLE) LIQUIDO FR C,BUNKER,,ST,30042069,0,4,4,201,0,10,0,,"5,900000095",0,"4,269999981","38,17330496",0,0,0,"5,900000095"
7896013540724,25806,NOVEX BLINDAGEM 400ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,5,0,,"22,89999962",0,"14,97999954","52,87049612",0,0,0,"22,89999962"
7894916503433,17480,NOVIAL C/ 21,EMS SIGMA,,ST,30049029,0,4,4,201,0,10,0,,"32,38999939",0,"22,44000053","44,3404573",0,0,0,"32,38999939"
7896043001073,20792,NOVO MILKE 400G,OLVEBRA INDUSTRIAL S/A,,ST,4022110,0,6,6,110,0,0,0,,"5,71999979",0,"3,160000086","81,01264667",0,0,0,"5,71999979"
7896043001059,19139,NOVO MILKE 400G,OLVEBRA INDUSTRIAL S/A,,18.0%,21069030,0,1,1,,0,0,0,,"5,71999979",0,"3,160000086","81,01264667",0,0,0,"5,71999979"
7896043001080,19140,NOVO MILKE 400G,OLVEBRA INDUSTRIAL S/A,,ST,4022110,0,6,6,110,0,0,0,,"5,71999979",0,"3,559999943","60,67415399",0,0,0,"5,71999979"
7893353039505,33440,NOVO RINO,BUNKER,,ST,30049069,"26.0,33",4,4,201,0,15,0,,"9,630000114",0,"6,980000019","37,96561731",0,0,0,"9,630000114"
7893353103718,1879,NOVO RINO ADU FR C/15 ML,BUNKER,,ST,30049069,"26.0,33",4,4,201,0,10,0,,"8,989999771",0,"6,46999979","38,94899633",0,0,0,"8,989999771"
7893353103725,2477,NOVO RINO S INF FR 15 ML,BUNKER,,ST,30049069,"26.0,33",4,4,201,0,10,0,,"7.0,75",0,"5,269999981","47,05882406",0,0,0,"7.0,75"
7896658001741,3254,NOVOCILIN 250MG 150ML,ACHE,,ST,30041012,32.000009,4,4,201,0,10,0,"25.0,45","25,45000076",0,"7,260000229","250,5509636",0,0,0,"25,45000076"
7896658004124,5995,NOVOCILIN 400MG 100ML,ACHE,,ST,30041012,32.000009,4,4,201,0,10,0,"45.0,44","45,43999863",0,"11,86999989","282,8138085",0,0,0,"45,43999863"
7896658001734,3255,NOVOCILIN 500 MG CAPS GEL CT BL X30,ACHE,,ST,30041012,0,4,4,201,0,10,0,,"34,63999939",0,"25,05999947","38,2282527",0,0,0,"34,63999939"
7896658001635,28559,NOVOCILIN 500MG CX 21 CAP,ACHE,,ST,30041012,32.000009,4,4,201,0,10,0,"37.0,7","37,70000076",0,"10,34000015","264,6034836",0,0,0,"37,70000076"
7896658004162,5997,NOVOCILIN 875MG COM CT BL X 20,ACHE,,ST,30041012,32.000009,4,4,201,0,10,0,"96.0,78","96,77999878",0,"22,22999954","335,3576283",0,0,0,"96,77999878"
7896658004148,28560,NOVOCILIN 875MG CX 14 COMP,ACHE,,ST,30041012,32.000009,4,4,201,0,10,0,"0.0,52","57,52000046",0,"17,21999931","234,0302134",0,0,0,"57,52000046"
7896658001659,2648,NOVOCILIN BALSAMICO 250MG SUSP FR 1,ACHE,,ST,30041012,0,4,4,201,0,10,0,,"16,18000031",0,"10,78999996","49,95366416",0,0,0,"16,18000031"
7896658001703,2649,NOVOCILIN BALSAMICO 500MG CAPS GEL,ACHE,,ST,30041012,0,4,4,201,0,10,0,,"25,40999985",0,"16,94000053","49,99999437",0,0,0,"25,40999985"
7896658003806,5290,NOVOFER 126 MG CX C/45 CPR,ACHE OTC,,ST,30045090,32.000009,4,4,201,0,10,0,"42.0,15","42,15000153",30,"22,12000084","35,62386466",0,0,0,30
7896658003851,1880,NOVOFER GTS 30 ML,ACHE OTC,,ST,30045090,0,4,4,201,0,10,0,,"10,39000034",0,"7,920000076","31,18687176",0,0,0,"10,39000034"
7896658003875,28570,NOVOFER PED SUS ORAL FR 120M,ACHE,,ST,30045090,32.000009,4,4,201,0,10,0,"19.0,44","19,44000053",0,"8,289999962","134,4994044",0,0,0,"19,44000053"
7897705200087,13950,NOVOLIN N (INSULIN HUM) NPH 100 UI/ML FR C/ 10ML,NOVO NORDISK,,ST,30043100,32.000009,4,4,201,0,0,0,"64.0,46","64,45999908",0,"14,94999981","331,1705679",0,0,0,"64,45999908"
7897705201077,20770,NOVOMIX 30,NOVO NORDISK,,ST,30043929,32.000009,4,4,201,0,10,0,"416.0,9","416,8999939",0,"163,7100067","154,6576121",0,0,0,"416,8999939"
7897705201060,20660,NOVOMIX 30,NOVO NORDISK,,ST,30043929,32.000009,4,4,201,0,10,0,379.000008,"379,0799866",0,"148,8399963","154,6895968",0,0,0,"379,0799866"
7897705200810,24091,NOVONORM,NOVO NORDISK,,ST,30049099,0,4,4,201,0,10,0,,"85,70999908",0,"45,47000122","88,49790364",0,0,0,"85,70999908"
7898060131054,30223,NOVOPRAZOL (OMEPRAZOL) 20 MG FR 28 CAPS,GLOBO,,ST,30049069,32.000009,4,4,201,0,10,0,,"23,18000031",5,"1,888571382","164,7503848",0,0,0,5
7899620910485,35711,NOVOPRAZOL (OMEPRAZOL) 20 MG FR 56 CAPS,GLOBO,,ST,30049069,32.000009,4,4,201,0,10,0,,"40,56000137","11.0,5","2,889990091","297,9252398",0,0,0,"11.0,5"
7896004714431,10680,NOVOQUINOL INJ CX C/50 X 1ML+50 X 2,LEGRAND / EMS,,ST,30049099,0,4,4,201,0,10,0,,"0.0,25",0,"118,9899979","32,99437166",0,0,0,"0.0,25"
7897705201008,28304,NOVORAPID 10ML,NOVO NORDISK,,ST,30043929,32.000009,4,4,201,0,10,0,168.000009,"168,0899963",0,"66,01000214","154,6432221",0,0,0,"168,0899963"
7897705201107,28384,NOVORAPID FLEX PEN 3ML  FRACIONADO,NOVO NORDISK,,ST,30043929,32.000009,4,4,201,0,10,0,,"62,06000137",0,"29,41200066","111,0023119",0,0,0,"62,06000137"
7897705201831,43063,NOVORAPID FLEXPEN 100 U/ML SOL. INJ. 3 ML,NOVO NORDISK,,ST,30043929,0,4,4,201,0,0,0,62.000006,"62,06000137",0,"39,34000015","57,75292611",0,0,0,"62,06000137"
7898060132181,38947,"NOVOSORO 0,5 MG/ML NF FR 30 ML",GLOBO,,ST,30049099,0,4,4,201,0,10,0,"10.0,41","10,40999985","3,329999924","1,033499956","222,2061021",0,0,0,"3,329999924"
7898060132662,40034,NOVOSORO H 3% FR SPRAY 60 ML,GLOBO,,ST,30049099,0,4,4,201,0,10,0,"24.0,13","24,12999916","14,60000038","3,869999886","277,2610029",0,0,0,"14,60000038"
7896622300627,2615,NOVOXIL 250MG PO P/SUSP 60 ML,FITOLUPER,,ST,30041012,0,4,4,201,0,10,0,,"17,69000053",0,"12,80000019","38,20312711",0,0,0,"17,69000053"
7896622300979,3865,NOVOXIL 250MG SUSP FR C/150 ML,FITOLUPER,,ST,30041012,0,4,4,201,0,10,0,,"31,10000038",0,"21,45999908","44,92079081",0,0,0,"31,10000038"
7896622302294,3866,NOVOXIL 500MG CX C/2 BL X6 CAPS,FITOLUPER,,ST,30041012,0,4,4,201,0,10,0,,"26,53000069",0,"19,19000053","38,2490878",0,0,0,"26,53000069"
7896622302058,5326,NOVOXIL 500MG CX C/21 CAPS,FITOLUPER,,ST,30041012,0,4,4,201,0,10,0,,"31,67000008",0,"21,85000038","44,94278958",0,0,0,"31,67000008"
7896862910938,36129,NOVRALFLEX CARTELA C/10 CPR,MED QUIMICA IND. FARM. LTDA,,ST,30049069,0,4,4,201,0,10,0,,"3,74000001","2,299999952","0,3231875","611,6611721",0,0,0,"2,299999952"
7898008492582,28065,NOX2 NITROWAY C/100 TABLETES,SOARES E TECLES,,18.0%,21069030,32.000009,1,1,,0,0,0,,"30.0,5",0,26,"17,30769231",0,0,0,"30.0,5"
7896438204287,28299,NOXPLODE 120CAPS,SOARES E TECLES,,18.0%,21069030,32.000009,1,1,,0,0,0,,"104,6100006",0,"65,37999725","60,00306669",0,0,0,"104,6100006"
7890282800671,1882,NUCLEO CMP C/20,GROSS,,ST,30045030,0,4,4,201,0,10,0,,"31,79999924",0,"23,90999985","32,99874295",0,0,0,"31,79999924"
7890282800121,6161,NUCLEO CMP INJ CX C/03 AMP,GROSS,,ST,30045030,0,4,4,201,0,10,0,,"50,40999985",0,"37,90000153","33,00790981",0,0,0,"50,40999985"
7891142108722,13048,NUJOL 120ML,MANTECORP,,ST,30049099,"26.0,33",4,4,201,0,10,0,"85.0,89","85,88999939",0,"17,23999977","398,2018592",0,0,0,"85,88999939"
7891142108715,15189,NUJOL 200ML,MANTECORP,,ST,30049099,"26.0,33",4,4,201,0,10,0,"113.0,45","113,4499969",0,"22,76000023","398,462196",0,0,0,"113,4499969"
7896261000674,1883,NUPERCAINAL POM BG C/20 G,NOVARTIS OTC,,ST,30049069,0,4,4,201,0,10,0,,"10,52000046",0,"7,570000172","38,9696198",0,0,0,"10,52000046"
7891035001109,44950,NUROMOL 200+500 MG CX C/ 12 CPR,RECKITT BENCKISER,,ST,30049045,0,4,4,201,0,0,0,"29.0,99","29,98999977",0,"4,929999828","508,3164466",0,0,0,"29,98999977"
7891035001116,44946,NUROMOL 200+500MG CX C/ 6 CPR,RECKITT BENCKISER,,ST,30049045,0,4,4,201,0,0,0,"15.0,99","15,98999977",0,"0,25999999","6050,000138",0,0,0,"15,98999977"
7891045003056,13205,NURSOY 400G,WYETH CONSUMER,,ST,19011010,0,6,6,110,0,0,0,,"45,22999954",0,"31,98999977","41,38793331",0,0,0,"45,22999954"
7897930760721,1884,NUTRACORT CREME 1% BG 15 G,GALDERMA,,ST,30043999,0,4,4,201,0,10,0,,"13,26000023",0,"9,829999924","34,89318751",0,0,0,"13,26000023"
7897930761179,20508,NUTRADERM AGE30 LOCAO FR. 120ML,GALDERMA,,ST,33049910,"48.0,47",4,4,202,0,5,0,,"74,55000305",0,"49,70000076","50,00000384",0,0,0,"74,55000305"
7897930761247,20507,NUTRADERM CR. HIDRATANTE 60G,GALDERMA,,ST,33049910,"48.0,47",4,4,202,0,5,0,,"58,38000107",0,"41,29000092","41,39016656",0,0,0,"58,38000107"
7897930762626,2636,NUTRADERM CREME BG.C/ 60 GRS,GALDERMA,,ST,33049910,0,4,4,202,0,5,0,,"58,38000107",0,"41,29000092","41,39016656",0,0,0,"58,38000107"
7897930760318,2637,NUTRADERM LOCAO 120 ML,GALDERMA,,ST,33049910,0,4,4,202,0,5,0,,"33.0,5",0,"22,29999924","50,22422039",0,0,0,"33.0,5"
7897930761230,2638,NUTRADERM LOCAO FR.C/ 120 ML,GALDERMA,,ST,33049910,"48.0,47",4,4,202,0,5,0,,"67,54499817",0,"46,04000092","46,70937625",0,0,0,"67,54499817"
7897930761377,34217,NUTRAPLUS,GALDERMA,,ST,30049099,"26.0,33",4,4,201,0,10,0,"94.0,37","94,37000275",0,"29,36000061","221,4237084",0,0,0,"94,37000275"
7897930764538,1886,NUTRAPLUS 10% LOCAO FR C/120 ML,GALDERMA,,ST,30049099,"26.0,33",4,4,201,0,10,0,88.000007,"88,06999969",0,"18,11000061","386,3058903",0,0,0,"88,06999969"
7897930760806,1885,NUTRAPLUS CREME DERMATOLOGICO BG 60 G,GALDERMA,,ST,30049099,"26.0,33",4,4,201,0,10,0,"69.0,19","69,19000244",0,"24,42000008","183,3333424",0,0,0,"69,19000244"
7897930761438,23435,NUTRAPLUS LOCAO 8%,GALDERMA,,ST,33049910,"48.0,47",4,4,202,0,10,0,,"37,72999954",0,"29,45000076","28,11544504",0,0,0,"37,72999954"
7896658033469,44492,"NUTREL LIP REPAIR PROFUSE BG 7,5 G",PERFUMARIA HIGIENE E LIMPEZA,,ST,33049990,0,4,4,202,0,5,0,,"32,90000153",0,"20,70000076","58,93719958",0,0,0,"32,90000153"
7891000234303,28232,NUTREN ACTIVE 400G,NESTLE BRASIL LTDA,,18.0%,21069090,32.000009,1,1,,0,0,0,,29,0,"25,11000061","15,49183311",0,0,0,29
7891000234204,28233,NUTREN ACTIVE 400G,NESTLE BRASIL LTDA,,18.0%,21069090,32.000009,1,1,,0,0,0,,29,0,"25,11000061","15,49183311",0,0,0,29
7891000234105,17441,NUTREN ACTIVE 400G,NESTLE BRASIL LTDA,,18.0%,21069090,32.000009,1,1,,0,0,0,,29,0,"25,11000061","15,49183311",0,0,0,29
7891000234006,17836,NUTREN ACTIVE SABOR BAUNILHA 400 G,NESTLE BRASIL LTDA,,18.0%,19019090,32.000009,1,1,,0,0,0,,"39,40000153","39,40000153","37,61000061","4,759374864",0,0,0,"39,40000153"
7891000087817,45436,NUTREN KIDS CHOCOLATE 350G,NESTLE BRASIL LTDA,,18.0%,21069090,0,1,1,,0,0,0,,36,0,"23,23999977","54,90533715",0,0,0,36
7891000287736,43992,NUTREN SENIOR BAUNILHA LATA 740 G,NESTLE BRASIL LTDA,,18.0%,21069090,0,1,1,,0,0,0,,"104,9000015",0,"83,65000153","25,40346636",0,0,0,"104,9000015"
7891000096482,39096,NUTREN SENIOR S/SABOR LATA 370 G,NESTLE BRASIL LTDA,,18.0%,19019090,0,1,1,,0,0,0,,57,0,"45,83000183","24,37267668",0,0,0,57
7891000103487,43239,NUTREN SENIOR S/SABOR LATA 740 G,NESTLE BRASIL LTDA,,18.0%,21069090,0,1,1,,0,10,0,,83,0,"80,44999695","3,169674516",0,0,0,83
7891000241547,43222,NUTREN SENIOR SABOR BAUNILHA 370 G,NESTLE BRASIL LTDA,,18.0%,19019090,0,1,1,,0,0,0,,58,0,"44,97000122","28,97486864",0,0,0,58
7891000120606,42931,NUTREN SENIOR SABOR CAFE C/LEITE 370 G,NESTLE BRASIL LTDA,,18.0%,19019090,0,1,1,,0,0,0,,"54,90000153",0,"43,93999863","24,94311161",0,0,0,"54,90000153"
7891000243015,43384,NUTREN SENIOR SABOR CHOCOLATE 370 G,NESTLE BRASIL LTDA,,ST,18069000,0,1,1,,0,0,0,,"62.0,5",0,"44,97000122","38,98153948",0,0,0,"62.0,5"
7897487848163,18792,NUTRI DEEP 40 GR,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,5,0,,"5,360000134",0,"3,460000038","54,91329695",0,0,0,"5,360000134"
7897487820190,18791,NUTRI DEEP 40 GR,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,5,0,,"5,360000134",0,"3.0,5","53,14286096",0,0,0,"5,360000134"
7897487848453,18246,NUTRI DEEP 40G,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,5,0,,"5,360000134",0,"3.0,5","53,14286096",0,0,0,"5,360000134"
7897487848460,18247,NUTRI DEEP 40G,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,5,0,,"5,360000134",0,"3.0,5","53,14286096",0,0,0,"5,360000134"
7897487812119,18348,NUTRI DEEP 500G,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,5,0,,"13,30000019",0,"8,300000191","60,24096247",0,0,0,"13,30000019"
7897487849085,20422,NUTRI DEEP 60G,RTDM COSMETICOS LTDA (BARRO MINAS,,ST,33059000,0,4,4,202,0,5,0,,"5,360000134",0,"3.0,5","53,14286096",0,0,0,"5,360000134"
7891331009205,15039,NUTRIBOM (CAIXA) 5 CEREAIS,POPULAR,,ST,19011030,0,1,1,,0,0,0,,"3,880000114",0,"2.0,5","55,20000458",0,0,0,"3,880000114"
7891331009182,12888,NUTRIBOM (CAIXA) ARROZ,POPULAR,,ST,19011030,"26.0,33",1,1,,0,0,0,,"3,880000114",0,"2.0,5","55,20000458",0,0,0,"3,880000114"
7891331009212,12889,NUTRIBOM (CAIXA) AVEIA,POPULAR,,ST,19011030,"26.0,33",1,1,,0,0,0,,"3,880000114",0,"2.0,5","55,20000458",0,0,0,"3,880000114"
7891331009199,12890,NUTRIBOM (CAIXA) MILHO,POPULAR,,ST,19011030,"26.0,33",1,1,,0,0,0,,"3,880000114",0,"2.0,5","55,20000458",0,0,0,"3,880000114"
7891331009229,22327,NUTRIBOM ARROZ SACHE 300 G,ALIMENTO,,ST,19011030,"26.0,33",1,1,,0,0,0,,"3,99000001","3,99000001","2,99000001","33,44481595",0,0,0,"3,99000001"
7891331009243,22326,NUTRIBOM AVEIA E ARROZ SACHE 300 G,ALIMENTO,,ST,19011090,"26.0,33",6,6,110,0,0,0,,"3,99000001","3,99000001","2,789999962","43,01075499",0,0,0,"3,99000001"
7891331014353,40960,NUTRIBOM BANANA E MACA SACHE 300 G,ALIMENTO,,ST,19011030,0,1,1,,0,0,0,,"3,99000001",0,"2,99000001","33,44481595",0,0,0,"3,99000001"
7891331009236,17079,NUTRIBOM MILHO SACHE 300 G,ALIMENTO,,ST,19011090,"26.0,33",1,1,,0,0,0,,"3,99000001",0,"2,99000001","33,44481595",0,0,0,"3,99000001"
7891331010256,26817,NUTRIBOM MULTICEREAIS SACHE 300 G,ALIMENTO,,ST,19011030,"26.0,33",1,1,,0,0,0,,"3,99000001",0,"2,99000001","33,44481595",0,0,0,"3,99000001"
7898040321376,19797,NUTRICAL D CX C/60 CPR,FARMOQUIMICA,,ST,30049099,"26.0,33",4,4,201,0,10,0,,"74,04000092",0,"53,06999969","39,51385216",0,0,0,"74,04000092"
7898040321277,19770,NUTRICALCIO D C/60,FARMOQUIMICA,,18.0%,21069030,0,1,1,,0,15,0,,"33,70000076",0,"23,84000015","41,3590627",0,0,0,"33,70000076"
7896412304316,20723,NUTRICAO CAP. VITA A 310ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,0,0,,"6,699999809",0,"3,329999924","101,2012001",0,0,0,"6,699999809"
7896412304309,20725,NUTRICAO CAP. VITA A 310ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,0,0,,"6,699999809",0,"3,329999924","101,2012001",0,0,0,"6,699999809"
7896412304293,20727,NUTRICAO CAP. VITA A 310ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,0,0,,"6,699999809",0,"3,329999924","101,2012001",0,0,0,"6,699999809"
7896412304576,20726,NUTRICAO CAP. VITA A 310ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,0,0,,"6.0,5",0,"3,529999971","84,13597883",0,0,0,"6.0,5"
7896412306617,20728,NUTRICAO CAP. VITA A 310ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,0,0,,"8,600000381",0,"4,329999924","98,61433102",0,0,0,"8,600000381"
7896412303944,20724,NUTRICAO CAP. VITA A 310ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,0,0,,"8.0,75",0,"4,329999924","102,0785255",0,0,0,"8.0,75"
7896412301414,20722,NUTRICAO CAP. VITA A 310ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,202,0,0,0,,"10.0,5",0,"5,690000057","84,53426879",0,0,0,"10.0,5"
7898414851904,31026,NUTRILIPO PSYLLIUM FR C/ 60 CAPS,SUNFLOWER IND. E LAB. FITOTERAPICO LTDA,,18.0%,21069030,32.000009,1,1,,0,5,0,,"62,88999939",55,"37,72999954","45,77259652",0,0,0,55
7891331014940,38120,NUTRILON DE ARROZ PG 230 LV 260 SACHE 230 G,ALIMENTO,,ST,19011090,0,1,1,,0,0,0,,"4,599999905","4,599999905","3,416666746","34,63414042",0,0,0,"4,599999905"
17891331216853,38875,NUTRILON DE AVEIA SACHE 230 G,ALIMENTO,,ST,19011030,0,1,1,,0,0,0,,"4,599999905",5,"3,883333445","28,75536112",0,0,0,5
17891331216846,37226,NUTRILON DE MILHO PTE 230 G,ALIMENTO,,ST,19011090,0,99,99,,0,0,0,,"4,599999905","4,599999905","3,532500029","30,21938761",0,0,0,"4,599999905"
17891331215726,37225,NUTRILON DE MULTICEREAIS SACHE 230 G,ALIMENTO,,ST,19011030,0,1,1,,0,0,0,,"4,599999905","4,599999905","3,333333254","38,00000043",0,0,0,"4,599999905"
7891331008338,16196,NUTRILON MINGAU 300G,POPULAR,,ST,19011090,0,1,1,,0,0,0,,"2,890000105",0,"1,950000048","48,20512996",0,0,0,"2,890000105"
7891331008475,16471,NUTRILON MINGAU 300G,POPULAR,,ST,19011090,0,1,1,,0,0,0,,"2,890000105",0,"1,950000048","48,20512996",0,0,0,"2,890000105"
7891331008321,16195,NUTRILON MINGAU 300G,POPULAR,,ST,19011090,0,1,1,,0,0,0,,"3,150000095",0,"1,950000048","61,53846248",0,0,0,"3,150000095"
7896256081152,33343,NUTRIMAIS RAￇￃO HUMANA,NATURALIFE,,18.0%,19049000,0,1,1,,0,0,0,,"7.0,5",0,0,0,0,0,0,0
7896006266006,1887,NUTRIMAIZ SM CAP CX C/24,ANDROMED / U.Q.,,ST,30045090,32.000009,4,4,201,0,10,0,"0.0,25","0.0,25",0,"10,97000027","139,2889641",0,0,0,"0.0,25"
7896006268000,1888,NUTRIMAIZ SM SUS ORAL FR C/90ML,ANDROMED / U.Q.,,ST,30045090,32.000009,4,4,201,0,10,0,,"20,15999985",0,"8,409999847","139,714628",0,0,0,"20,15999985"
7898956544081,27530,NUTRINFAN C/SERINGA SOLUCAO FR 120 ML,EXELTIS LABORATORIO FARMACEUTICO LTDA.,,18.0%,21069030,32.000009,1,1,,0,0,0,,"41,90000153","41,90000153","33,93000031","23,48954067",0,0,0,"41,90000153"
7898956544098,39696,NUTRINFAN GTS 20 ML,MABRA,,18.0%,21069030,0,1,1,,0,10,0,,35,"29,89999962","19,72999954","51,54587082",0,0,0,"29,89999962"
8712400668200,25419,NUTRINI STANDARD (LEITE P.M.I),PERFUMARIA HIGIENE E LIMPEZA,,18.0%,21069030,0,1,1,,0,5,0,,11,0,11,0,0,0,0,11
3282770205800,42618,NUTRIOL LOCAO HIDR. S/PERFUME 400 ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33049990,0,4,4,202,0,5,0,,"84,90000153",0,"66,01000214","28,61687438",0,0,0,"84,90000153"
7891721000089,2682,NUTRIZIM 20 DRAGEAS,MERCK S/A,,ST,30049099,0,4,4,201,0,10,0,,"11,97000027",0,"8,909999847","34,34343964",0,0,0,"11,97000027"
7898956544265,41569,NUTRIZINCO 10 MG/ML FR 20 ML,CIFARMA,,18.0%,21069030,0,1,1,,0,15,0,,"24,98999977","24,98999977","19,57999992","27,63023426",0,0,0,"24,98999977"
7897572001411,16424,NUVARING CX C/1 ANEL VAGINAL,SCHERING PLOUG,,ST,30066000,32.000009,4,4,201,0,10,0,,"96,55000305","76,19999695","56,61000061","34,60518659",0,0,0,"76,19999695"
7898088360849,6138,"NYOLOL GEL 0,1% 5ML",NOVARTIS,,ST,30049099,0,4,4,201,0,10,0,,"34,47999954",0,"20,94000053","64,66092962",0,0,0,"34,47999954"
7891317024499,45552,OAZ GEL POS SOL FR 120 ML,EUROFARMA,,ST,33049910,0,4,4,202,0,0,2,,"16,98999977",0,"8.0,75","94,17142596","33,97999954",0,"17.0,5","16,98999977"
7893353603812,7470,OBESIDEX CX C/40 COMPRS,BUNKER,,ST,30049099,0,4,4,201,0,10,0,,"8,329999924",0,"6,269999981","32,85486362",0,0,0,"8,329999924"
7891106006392,7056,OCERAL CREME BG C/20 G,BAYER OTC,,ST,30049069,32.000009,4,4,201,0,10,0,"34.0,59","34,59000015",0,"20,96999931","64,9499346",0,0,0,"34,59000015"
7891106006408,7057,OCERAL SOL TOP FR C/20ML,BAYER OTC,,ST,30049069,0,4,4,201,0,10,0,,"18,54999924",0,"13,32999992","39,15978502",0,0,0,"18,54999924"
7896006222620,31070,"OCTIFEN 0,25 MG/ML COLIRO FR 5 ML",UNIAO QUIMICA COMERCIAL,,ST,30049079,"26.0,33",4,4,201,0,0,1,"35.0,94","35,93999863",0,"26,20000076","37,17556328","35,93999863",0,"26,20000076","35,93999863"
7897316800225,7059,OCUFEN SOL OFT FR PLAS CGT X 5 ML,ALLERGAN,,ST,30049029,32.000009,4,4,201,0,10,0,"33.0,65","33,65000153",0,"12,86999989","161,4607756",0,0,0,"33,65000153"
7896006290209,17753,OCUPRESS,GENOM,,ST,30049079,32.000009,4,4,201,0,10,0,"94.0,67","94,66999817",0,"36,02000046","162,8261992",0,0,0,"94,66999817"
7899095243224,43425,OCUTIL COLIRIO FR 15 ML,GEOLAB IND. FARMACEUTICA LTDA,,ST,30049069,0,4,4,201,0,10,0,"12.0,86","12,85999966",10,"7,159999847","39,66480745",0,0,0,10
7896046301019,29804,OCUVITE,BAUSCH & LOMB FARMA,,18.0%,21069030,32.000009,1,1,,0,10,0,,"129,6999969",0,"68,76999664","88,59968486",0,0,0,"129,6999969"
7896046301002,21252,OCUVITE C/30,BAUSCH & LOMB FARMA,,18.0%,21069030,32.000009,1,1,,0,10,0,,"93,23999786",0,"45,36999893","105,5102492",0,0,0,"93,23999786"
7896046301095,19659,OCUVITE PRESERVISION C/120,BAUSCH & LOMB FARMA,,18.0%,21069030,0,1,1,,0,10,0,,"66,86000061",0,"48,13000107","38,91543554",0,0,0,"66,86000061"
7896472502059,31275,OCYLIN,MULTILAB,,ST,30041012,0,4,4,201,0,10,0,,"22,23999977",0,"11,97000027","85,79782185",0,0,0,"22,23999977"
7896472502172,31274,OCYLIN,MULTILAB,,ST,30041012,0,4,4,201,0,10,0,,"18,21999931",0,"12,39999962","46,93548285",0,0,0,"18,21999931"
7896004785622,45361,OCYLIN (AMOXICILINA) 500 MG CX C/21 CPS,MULTILAB,,ST,30041012,0,4,4,201,0,0,0,"31.0,19","31,19000053",23,"10,43000031","120,5177308",0,0,0,23
7896472502073,12293,OCYLIN 250MG 150ML,MULTILAB,,ST,30041012,32.000009,4,4,201,0,10,0,,"27,64999962",0,"19,07999992","44,91614114",0,0,0,"27,64999962"
7896472502066,12292,OCYLIN 500MG 150ML,MULTILAB,,ST,30041012,32.000009,4,4,201,0,10,0,,"44,86999893",0,"30,95999908","44,9289414",0,0,0,"44,86999893"
7896472502929,19751,OCYLIN 500MG C/10,MULTILAB,,ST,30041012,0,4,4,201,0,10,0,,"7,967999935",0,"133.0,5","-94,03146072",0,0,0,"7,967999935"
