COD_BARRAS,PRODUTO_ID,NOMEORDER,FORNECEDOR,LOCALIZACAO,TRIBUTACAO,NCM,ALIQUOTA_NCM,CST_PIS,CST_COFINS,NATUREZA_RECEITA_PIS_COFINS,PADRAO_COMISSAO,DESCONTO_MAXIMO,QUANTIDADEORDER,TABELA,VENDA,PROMOCAO,VALOR_ULT_COMPRA,MARGEM,TOTAL_PRVENDA,TOTAL_PRPROMOCAO,TOTAL_PRCOMPRA,VALOR
"7,89866E+12",45901,AMP. TRATAMENTO CAPILAR SKAFE OLEO DE ARGAN,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"2,5",0,"1,460000038","71,23287224",0,0,0,
75076825,48094,- DEO REX MEN CLINIC CLEAN CR 96H 58G   UNIL %DN:0,PERFUMARIA HIGIENE E LIMPEZA,,ST,33072090,0,4,4,2,0,5,0,,"19,98999977",0,"18,14500046","10,16808634",0,0,0,
75076870,48095,- DEO REX WOMEN CLINIC EXTRA DRY CR 96H 58G   UNIL,PERFUMARIA HIGIENE E LIMPEZA,,ST,33072090,0,4,4,2,0,5,0,,"19,98999977",0,"17,94000053","11,42697423",0,0,0,
,2078,A A S ADULTO C/4,SANOFI-AVENTIS  FARMACEUTICA LTDA,,ST,30049024,0,4,4,201,0,10,0,,"1,799999952",0,"1,25","43,99999619",0,0,0,
"4,7501E+13",19206,ABS. ALWAYS ACTIVE NOTURNO C/ABAS 8 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,96190000,"32,09",49,49,,0,5,0,,"7,5","7,5","4,359166622","72,05123479",0,0,0,
"2,759E+13",37050,ABS. ALWAYS ACTIVE ULTRAFINA NOTURNO C/ABAS 8 UNID,PERFUMARIA HIGIENE E LIMPEZA,,ST,96190000,0,49,49,,0,5,0,,"6,199999809","6,199999809","4,126666546","50,24232611",0,0,0,
"1,75062E+13",36766,ABS. ALWAYS BASICO C/ABAS SECO LV. 8 PG 7 8 UNID,PERFUMARIA HIGIENE E LIMPEZA,,ST,96190000,"32,09",49,49,,0,5,0,,"4,300000191","4,300000191","2,670277834","61,03193968",0,0,0,
"8,10508E+11",16336,ABS. CAREFREE PROT. DIARIO,PERFUMARIA HIGIENE E LIMPEZA,,ST,96190000,0,49,49,,0,5,0,,"3,390000105",0,"2,119999886","59,90567396",0,0,0,
20800600347,19973,ABS. TAMPAX C/10,PERFUMARIA HIGIENE E LIMPEZA,,ST,96190000,0,49,49,,0,5,0,,"6,5",0,"5,039999962","28,96825494",0,0,0,
20800600330,19974,ABS. TAMPAX C/10,PERFUMARIA HIGIENE E LIMPEZA,,ST,96190000,0,49,49,,0,5,0,,"6,5",0,"5,039999962","28,96825494",0,0,0,
20800600323,19975,ABS. TAMPAX C/10,PERFUMARIA HIGIENE E LIMPEZA,,ST,96190000,0,49,49,,0,5,0,,"6,5",0,"5,039999962","28,96825494",0,0,0,
"9,31896E+12",19072,ACCU CHEK ADVANTAGE KIT,ROCHE,,18%,38229000,0,49,49,,0,10,0,,180,0,"120,1100006","49,86262516",0,0,0,
"6,02884E+11",48580,ACIDO MANDELICO,PERFUMARIA HIGIENE E LIMPEZA,,ST,33049990,0,4,4,2,0,0,0,,63,0,0,0,0,0,0,
"3,28277E+12",15066,ACTINE CONTROL SABONETE 70 G,PERFUMARIA HIGIENE E LIMPEZA,,18%,34011110,"34,28",49,49,,0,0,0,,"33,90000153",0,"20,45999908","65,68916443",0,0,0,
78900769,12577,ADOCANTE DOCE MENOR,POPULAR,,18%,21069090,"32,09",49,49,,0,0,0,,"1,75999999",0,"1,24000001","41,93548201",0,0,0,
78913783,12304,ADOCANTE FINN,POPULAR,,18%,21069090,"32,09",49,49,,0,0,0,,"10,43000031",0,"7,349999905","41,9047679",0,0,0,
"5,70219E+12",44144,ADVANTAN 1 MG/G CREM DERM 15 G,LEOFARMA,,ST,30043999,0,4,4,2,0,0,0,"87,52","87,51999664",0,"56,36000061","55,28743026",0,0,0,
78909427,39935,"AGULHA DESCARTAVEL (BD) 0,25 X 30 MM",PERFUMARIA HIGIENE E LIMPEZA,,ST,90183219,0,49,49,,0,5,0,,"0,5","0,5","0,186100006","168,6727478",0,0,0,
78909823,40195,"AGULHA DESCARTAVEL (BD) 0,45 X 13 MM",PERFUMARIA HIGIENE E LIMPEZA,,ST,90183219,0,49,49,,0,5,0,,"0,5","0,5","0,167799994","197,9737883",0,0,0,
78909830,21011,"AGULHA DESCARTAVEL (BD) 0,70 X 30 MM",PERFUMARIA HIGIENE E LIMPEZA,,ST,90183219,"29,84",49,49,,0,5,0,,"0,5","0,5","0,129999995","284,6153987",0,0,0,
78909793,27885,AGULHA DESCARTAVEL 25 X 08,POPULAR,,ST,90183219,"29,84",49,49,,0,0,0,,"0,200000003",0,"14,03999996","-98,57549855",0,0,0,
40232710698,37417,ALCOOL 70 % (PROLINK) 1 L,PERFUMARIA HIGIENE E LIMPEZA,,18%,22072019,0,4,4,1,0,5,0,,"9,899999619","9,899999619","5,900000095","67,79660099",0,0,0,
71603113893,36428,ALICATE DE UNHA TRIM CABO EMBORRACHO,PERFUMARIA HIGIENE E LIMPEZA,,ST,82142000,0,49,49,,0,0,0,,"6,5",0,"2,589999914","150,9652593",0,0,0,
39442030115,28064,ANIMAL PAK C/44 SACHES,SOARES E TECLES,,18%,21069030,0,49,49,,0,0,0,,232,0,145,60,0,0,0,
39442030887,28296,ANIMAL PAK UNIDADE,SOARES E TECLES,,18%,21069030,0,49,49,,0,0,0,,"4,5",0,240,"-98,125",0,0,0,
70330734395,39485,AP. DE BARBEAR BIC COMFORT 3 PELE NORMAL 4 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"22,98999977",0,"10,6583004","115,7004298",0,0,0,
70330734401,39486,AP. DE BARBEAR BIC COMFORT 3 PELE SENS. 4 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"17,70000076",0,"10,6583004","66,06776033",0,0,0,
70330734425,43768,AP. DE BARBEAR BIC SOLEIL L4 PG3 FEMININO,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,"17,89999962",0,"12,34500027","44,99796866",0,0,0,
70330713406,26331,APAR. BARB. BIC C/02,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"2,799999952",0,1,"179,9999952",0,0,0,
23658,47448,APARELHO BARBEAR BIC COMFORT3 CT P/SENSIVEL,PERFUMARIA HIGIENE E LIMPEZA,,ST,30043939,0,4,4,2,0,0,0,,"8,5",0,"4,929999828","72,41379911",0,0,0,
70330729889,37265,APARELHO DE BARBEAR BIC ACQUA 3 AZUL 2 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,8,0,"4,655833244","71,82745988",0,0,0,
70330724815,37753,APARELHO DE BARBEAR BIC COMF. 3 BLACK NIGHT 2 UND.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"7,900000095","7,900000095","5,634166718","40,21594481",0,0,0,
70330717510,37264,APARELHO DE BARBEAR BIC COMF. 3 PELE NORMAL 2 UND.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"7,400000095","7,400000095","5,665833473","30,60744073",0,0,0,
70330717527,37263,APARELHO DE BARBEAR BIC COMF. 3 PELE SENS. 2 UND.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"7,900000095","7,900000095","5,634166718","40,21594481",0,0,0,
70330712386,25458,APARELHO DE BARBEAR BIC COMFORT 2 PELE NORMAL,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"4,900000095",0,"3,639166594","34,64621554",0,0,0,
70330711525,36704,APARELHO DE BARBEAR BIC COMFORT 2 PELE SENSIVEL,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"4,900000095",0,"3,639166594","34,64621554",0,0,0,
70330714274,37129,APARELHO DE BARBEAR BIC COMFORT 2 WOMEN 2 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"4,699999809","4,699999809","0,268191665","1652,477953",0,0,0,
70330727984,37004,APARELHO DE BARBEAR BIC COMFORT 3 BLACK NIGHT,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,"7,5",0,"4,169199944","79,89062894",0,0,0,
70330717541,36365,APARELHO DE BARBEAR BIC COMFORT 3 PELE NORMAL,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,"8,5",0,"3,882499933","118,9311049",0,0,0,
70330717572,36366,APARELHO DE BARBEAR BIC COMFORT 3 PELE SENSIVEL,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,"7,5",0,"3,882499933","93,17450429",0,0,0,
70330742222,42717,APARELHO DE BARBEAR BIC COMFORT 3 PINK 2 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,8,0,"5,026666641","59,15119444",0,0,0,
70330720244,37266,APARELHO DE BARBEAR BIC COMFORT TEENS 2 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"4,199999809","4,199999809","3,249166727","29,26390555",0,0,0,
70330729803,37267,APARELHO DE BARBEAR BIC INTENSITY 3 CART. 2 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,8,0,"4,655833244","71,82745988",0,0,0,
70330705302,36367,APARELHO DE BARBEAR BIC SENSITIVE SHAVER,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,"4,5",0,"2,117500067","112,5147513",0,0,0,
70330728509,36868,APARELHO DE BARBEAR BIC SENSITIVE SHAVER LV 7 PG 5,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,0,0,,"13,56999969","11,98999977","6,384166718","87,80837503",0,0,0,
70330731806,40729,APARELHO DE BARBEAR BIC SOLEIL 1 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82121020,0,49,49,,0,5,0,,"8,5",0,"4,997499943","70,08504447",0,0,0,
73796611125,38215,APARELHO DE PRESSAO DIGITAL OMRON,PERFUMARIA HIGIENE E LIMPEZA,,18%,90189069,0,49,49,,0,0,0,,99,99,"72,83000183","35,93299123",0,0,0,
73796612382,38799,APARELHO DE PRESSAO DIGITAL OMRON CONTROL,PERFUMARIA HIGIENE E LIMPEZA,,18%,90189069,0,49,49,,0,5,0,,"109,9000015","109,9000015","79,90000153","37,54693295",0,0,0,
77953124,46968,ARC CHOC TABL. BLOCK 38G,ARCOM,,ST,18063210,0,49,49,,0,0,0,,"3,5",0,0,0,0,0,0,
81701020503,41024,ARMARIO MULTI-USO LIMPEZA NILKO,NILKO TECNOLOGIA LTDA,,ST,94032000,0,49,49,,0,0,0,,846,0,805,"5,093167702",0,0,0,
78917187,17533,ATIVADOR DE BRILHO 30ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,570000172",0,"3,980000019","39,94975239",0,0,0,
5276,40819,AVANT REFLETOR SUPER LED9 BR 10W BIF,PERFUMARIA HIGIENE E LIMPEZA,,ST,94054010,0,49,49,,0,0,0,,1800,0,"129,5549927","1289,371388",0,0,0,
3869,40839,BARRA CHATA 1 X 3/16,PERFUMARIA HIGIENE E LIMPEZA,,18%,72149100,0,49,49,,0,0,0,,"4,5",0,"3,213000059","40,05601983",0,0,0,
47,40838,BARRA REDONDA 3/8,PERFUMARIA HIGIENE E LIMPEZA,,18%,72149100,0,49,49,,0,0,0,,"4,5",0,"3,460000038","30,05780203",0,0,0,
39800013613,13040,BATERIA ENERGIZER 9V,PERFUMARIA HIGIENE E LIMPEZA,,18%,85061031,0,49,49,,0,5,0,,"8,649999619",0,"5,840000153","48,11642795",0,0,0,
13,40002,BATERIA MOEDA 2032 C/SUPORTE P/FISCAL,PERFUMARIA HIGIENE E LIMPEZA,,ST,84439919,0,49,49,,0,5,0,,"0,01","0,01",30,"-99,96666667",0,0,0,
12012015,37927,BEIJINHO DOCE DE COLHER DIET 185 G,ALIMENTO,,ST,96151100,0,49,49,,0,0,0,,"0,01","0,01","8,899999619","-99,88764045",0,0,0,
671858023,33299,BENEROC COMPLEX,BAYER,,ST,30045090,0,4,4,2,0,15,0,,"11,22999954",0,0,0,0,0,0,
10369852301,47734,BICICLETA INFANTIL ARO 12 TRACK BIKE,ARCOM,,18%,87120010,0,49,49,,0,0,0,,"118,3000031",0,"118,25","0,042285879",0,0,0,
7898904,18944,BOLSA OPACA DRENAVEL,POPULAR,,18%,30069110,0,49,49,,0,0,0,,"19,20000076",0,"12,80000019","50,00000373",0,0,0,
78931251,42268,BOMBOM ARCOR BEIJINHO 750 G,ALIMENTO,,ST,19053200,0,49,49,,0,0,0,,"22,5",0,"21,25499916","5,857449487",0,0,0,
78913769,26503,BOMBOM OURO BRANCO,POPULAR,,ST,17049010,"34,28",49,49,,0,0,0,,"0,779999971",0,"18,96999931","-95,8882446",0,0,0,
78912328,19590,BOMBOM SERENATA DE AMOR,POPULAR,,ST,18069000,"28,52",49,49,,0,0,0,,"0,649999976",0,"17,90999985","-96,3707427",0,0,0,
78913547,17230,BOMBOM SONHO DE VALSA,POPULAR,,ST,19053200,"28,52",49,49,,0,0,0,,"0,649999976",0,"18,96999931","-96,57353717",0,0,0,
7898914,12862,BRINCO STUDEX,PERFUMARIA HIGIENE E LIMPEZA,,18%,71142000,0,49,49,,0,5,0,,"8,899999619",0,"5,489999771","62,11293241",0,0,0,
25,40793,BUCHA C PARAF S- 6 C 10 UN,PERFUMARIA HIGIENE E LIMPEZA,,ST,73181400,0,49,49,,0,0,0,,"4,599999905",0,"4,360000134","5,504581738",0,0,0,
2803,40792,BUCHA GESSO TRIFIX C PARAF,PERFUMARIA HIGIENE E LIMPEZA,,ST,39269090,0,49,49,,0,0,0,,"1,149999976",0,"1,085166693","5,974499942",0,0,0,
40232756832,36509,BUCHA VEGETAL DE PANO P/ BANHO BLESSE,PERFUMARIA HIGIENE E LIMPEZA,,18%,14049090,0,49,49,,0,5,0,,3,3,"1,396666646","114,7971392",0,0,0,
40232758409,37680,BUCHA VEGETAL PEDACO P/BANHO BLESSED,PERFUMARIA HIGIENE E LIMPEZA,,18%,14049090,0,49,49,,0,5,0,,3,3,"1,670833349","79,55112049",0,0,0,
242,40766,C PRES DIV 25MM-PF 25-1803-INTELLI,PERFUMARIA HIGIENE E LIMPEZA,,ST,85359000,0,49,49,,0,0,0,,"7,25",0,"6,400000095","13,28124831",0,0,0,
685,40810,CABECOTE PVC 1,PERFUMARIA HIGIENE E LIMPEZA,,ST,39174090,0,49,49,,0,0,0,,"3,099999905",0,"2,869999886","8,013938266",0,0,0,
4286,40760,CABO FLEX 750 V 2.50 MM AMARELO (ROLO 100 M),PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,79,0,"70,24500275","12,46351614",0,0,0,
4897,40759,CABO FLEX 750 V 2.50 MM AZUL (ROLO 100 M),PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,79,0,"70,24500275","12,46351614",0,0,0,
4899,40761,CABO FLEX 750 V 2.50 MM BRANCO (ROLO 100 M),PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,79,0,"70,24500275","12,46351614",0,0,0,
4902,40758,CABO FLEX 750 V 2.50 MM PRETO (ROLO 100 M),PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,5,0,,79,0,"70,24500275","12,46351614",0,0,0,
4917,40762,CABO FLEX 750 V 6.00 MM BRANCO (ROLO 100 M),PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,185,0,"176,1000061","5,05394298",0,0,0,
1714,40816,CABO FLEXSIL 750V 25M AZUL,PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,"17,5",0,"11,94428539","46,51357888",0,0,0,
1713,40817,CABO FLEXSIL 750V 25M PRETO,PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,22,0,"16,08571434","36,76731748",0,0,0,
2105,40809,CABO FLEXSIL 750V 35M AZ,PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,"17,60000038",0,"16,76888847","4,956273096",0,0,0,
2106,40808,CABO FLEXSIL 750V 35M PT,PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,"17,60000038",0,"16,76888847","4,956273096",0,0,0,
511,40815,"CABO RIGIDO SIL 750 V 16,00 VERDE",PERFUMARIA HIGIENE E LIMPEZA,,ST,85444900,0,49,49,,0,0,0,,"18,5",0,"12,91600037","43,23319507",0,0,0,
4101,40831,"CAIXA C/MOLA 5,0 X 45 X 1.1/4",PERFUMARIA HIGIENE E LIMPEZA,,ST,73089090,0,49,49,,0,0,0,,68,0,"64,19999695","5,91900815",0,0,0,
70330198722,43799,CANETA AZUL FINA BIC,PERFUMARIA HIGIENE E LIMPEZA,,ST,96081000,0,49,49,,0,0,0,,"55,88000107",0,"61,91999817","-9,75451757",0,0,0,
70330183575,42168,CANETA BIC CRISTAL AZUL PONTA FINA,PERFUMARIA HIGIENE E LIMPEZA,,ST,96081000,0,49,49,,0,0,0,,"1,799999952",0,"0,67110002","168,2163459",0,0,0,
70330129627,20333,CANETA BIC CRISTAL TRADICIONAL AZUL,PERFUMARIA HIGIENE E LIMPEZA,,ST,96081000,0,49,49,,0,5,0,,"1,799999952","1,799999952","0,749000013","140,3204167",0,0,0,
70330129665,20332,CANETA BIC CRISTAL TRADICIONAL PRETA,PERFUMARIA HIGIENE E LIMPEZA,,ST,96081000,0,49,49,,0,5,0,,"1,799999952","1,799999952","30,27899933","-94,05528587",0,0,0,
47400151031,11896,CARGA SENSOR C/5,PERFUMARIA HIGIENE E LIMPEZA,,ST,82122010,0,49,49,,0,5,0,,"11,19999981",0,1,"1019,999981",0,0,0,
7898901,20812,CERA DEP. DRUWE 1000G,PERFUMARIA HIGIENE E LIMPEZA,,ST,33079000,0,4,4,2,0,5,0,,"23,62999916",0,"14,89999962","58,59060245",0,0,0,
7898903,20811,CERA DEP. DRUWE 250G,PERFUMARIA HIGIENE E LIMPEZA,,ST,33079000,0,4,4,2,0,5,0,,"7,78000021",0,"4,900000095","58,7755114",0,0,0,
7898902,20813,CERA DEP. DRUWE 500G,PERFUMARIA HIGIENE E LIMPEZA,,ST,33079000,0,4,4,2,0,5,0,,"13,92000008",0,"8,899999619","56,40450194",0,0,0,
78920040,27398,CHICLETE POOSH!,ALIMENTO,,18%,17041000,0,49,49,,0,0,0,,"0,150000006",0,"0,066749997","124,7191187",0,0,0,
78912359,48473,CHOC DP BATON GAROTO LEITE 16G,ALIMENTO,,ST,18063210,0,49,49,,0,0,0,,2,0,0,0,0,0,0,
7795324,48083,CHOCOLATE BLOK 38G,ALIMENTO,,ISENTO,,0,,,,0,0,0,,"4,5",0,0,0,0,0,0,
78907478,17832,CHOCOLATE TALENTO 25G,ALIMENTO,,ST,18063210,"28,52",49,49,,0,0,0,,"1,350000024",0,"0,839999974","60,71429357",0,0,0,
78907461,17833,CHOCOLATE TALENTO 25G,ALIMENTO,,ST,18063210,"28,52",49,49,,0,0,0,,"1,350000024",0,"0,839999974","60,71429357",0,0,0,
78907485,17938,CHOCOLATE TALENTO 25G,ALIMENTO,,ST,17049010,"34,28",49,49,,0,0,0,,"1,350000024",0,"0,839999974","60,71429357",0,0,0,
78907492,18486,CHOCOLATE TALENTO 25G,ALIMENTO,,ST,18063210,"28,52",49,49,,0,0,0,,"1,350000024",0,"0,839999974","60,71429357",0,0,0,
78918566,26005,CHOCOLATE TALENTO 25G,ALIMENTO,,ST,18063210,0,49,49,,0,0,0,,"1,350000024",0,"0,839999974","60,71429357",0,0,0,
77961860,17233,CHOCOLATE TORTUGUITA 18G,ALIMENTO,,ST,17049010,"28,52",49,49,,0,0,0,,"0,790000021",0,"0,519999981","51,92308662",0,0,0,
77961419,19776,CHOCOLATE TORTUGUITA 18G,ALIMENTO,,ST,18063110,"28,52",49,49,,0,0,0,,"0,790000021",0,"0,519999981","51,92308662",0,0,0,
77961877,27031,CHOCOLATE TORTUGUITA 18G,ALIMENTO,,ST,18063110,0,49,49,,0,0,0,,"0,790000021",0,"9,5","-91,6842103",0,0,0,
12742700056,32263,CILIOS FINGR�S,PERFUMARIA HIGIENE E LIMPEZA,,18%,67041900,0,49,49,,0,0,0,,17,0,0,0,0,0,0,
12742700292,32265,CILIOS.INDIV.FINGR�S,PERFUMARIA HIGIENE E LIMPEZA,,18%,67041900,0,49,49,,0,0,0,,"18,79999924",0,0,0,0,0,0,
12742011299,32259,COLA INSTANT.FINGRS,PERFUMARIA HIGIENE E LIMPEZA,,18%,35061010,0,49,49,,0,0,0,,"8,5",0,0,0,0,0,0,
12742700346,32260,COLA TRANSP.P/C�LIIOS,PERFUMARIA HIGIENE E LIMPEZA,,18%,35061090,0,49,49,,0,0,0,,"16,5",0,0,0,0,0,0,
7898936,20694,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898937,20695,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898927,21682,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898939,23244,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898940,23245,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898941,23246,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898938,23748,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898923,21388,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,789999962","52,77044908",0,0,0,
7898924,21389,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898925,21390,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898926,21391,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898932,19990,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898934,20044,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898928,21176,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898929,21177,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898930,21178,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898931,21179,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898921,21505,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898922,22271,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
7898970,25430,COND. BRILHO FLEX 2000ML,PERFUMARIA HIGIENE E LIMPEZA,,ST,33059000,0,4,4,2,0,5,0,,"5,789999962",0,"3,390000105","70,79645377",0,0,0,
6719,40796,CONDULETE VERS .3 4 X TRAMONTINA,PERFUMARIA HIGIENE E LIMPEZA,,ST,76090000,0,49,49,,0,0,0,,"5,75",0,"5,443333149","5,633806395",0,0,0,
3121,40787,CONEC CERAM 3X50A 1422-FP LEC,PERFUMARIA HIGIENE E LIMPEZA,,ST,85369090,0,49,49,,0,0,0,,"5,300000191",0,"5,010000229","5,788422128",0,0,0,
6206,40795,CONJ MILUZ SAIDA DE FIO BC 66600,PERFUMARIA HIGIENE E LIMPEZA,,ST,39259090,0,49,49,,0,0,0,,"4,5",0,"4,210000038","6,888360077",0,0,0,
70341697856,48402,CONTORNO EM BASTAO HUDAMOJI 03,PERFUMARIA HIGIENE E LIMPEZA,,ST,33049100,0,4,4,2,0,0,0,,20,0,0,0,0,0,0,
70341697870,48574,CONTORNO EM BASTAO HUDAMOJI 05,PERFUMARIA HIGIENE E LIMPEZA,,ST,33049100,0,4,4,2,0,0,0,,20,0,0,0,0,0,0,
123456,47440,COPO TERMICO STARLUX ENERGY BRANCO 473ML,PERFUMARIA HIGIENE E LIMPEZA,,18%,96170010,0,49,49,,0,0,0,,"43,15000153",0,"42,15000153","2,372479155",0,0,0,
71603003439,38163,CORTADOR DE UNHA GRANDE TRIM,PERFUMARIA HIGIENE E LIMPEZA,,ST,82142000,0,49,49,,0,5,0,,"6,900000095","6,900000095","4,735000134","45,72333476",0,0,0,
71603032880,37480,CORTADOR DE UNHA TRIM EMBORRACHADO VERDE E AMARELO,PERFUMARIA HIGIENE E LIMPEZA,,ST,82142000,0,49,49,,0,5,0,,"3,5",5,"1,396666646","257,995232",0,0,0,
71603096257,40444,CORTADORES DE UNHA TRIM 2 UNID.,PERFUMARIA HIGIENE E LIMPEZA,,ST,82142000,0,49,49,,0,5,0,,"10,5","10,5","4,880000114","115,1639294",0,0,0,
1E+12,44447,CR DENTAL ORAL B 150 G,PERFUMARIA HIGIENE E LIMPEZA,,18%,95069100,0,49,49,,0,5,0,,"6,900000095",0,"4,516699791","52,76640943",0,0,0,
70942003469,46214,CR. DENT GEL KIDS PATRULHA CANINA GUM 50G,PERFUMARIA HIGIENE E LIMPEZA,,ST,33061000,0,49,49,129,0,0,0,,"9,989999771",0,"5,900000095","69,32202728",0,0,0,
